"User","Comment","Rating","Date"
"Quinoa1984","Spider-man 2, at least, accomplishes one thing above all else- this time, when the Spidey flings himself through the air, it doesn't look as fake as it did in the first film. If anything, this time I did feel the exhilaration that the filmmakers intended. They, being the team at Edge FX, have taken the huge lot of profit from the first film, which became the smash of smashes in the comic-book movie genre, and on that end the film is a success. But even on the human front with characterization the film is a bit of an improvement, which is always tricky for a sequel to do. Two major action sequences involving Spider-man (Tobey Maguire) and his nemesis, Doctor Octopus (Alfred Molina, in a compelling turn), are shot and edited to a wonderful, creative impact. And, in an interesting bit when Doc Ock escapes a hospital, echoes of Raimi's Evil Dead comes through with subtle, if grin-inducing touches. The work done on the villain as well as the hero shows, and it helps that Ock is a sleeker, more threatening presence with his mechanical arms than the weird madman in Willem Dafoe's performance. There are also other factors that give Spider-Man 2 it's worth of entertainment, even as if follows story turns that we as the audience have seen in plenty of other movies (comic-book or otherwise) from Hollywood. There's a nice dosage of humor to tip the scale on the romantic/non-romantic drama, courtesy of J.K. Simmons' added time as the over the top newspaper editor, and as well to a few bits of business in dealing with the problems of being a guy in a costume (plus, there are a couple of fun cameos from some Raimi regulars). The performances aren't bad by the leads, but they haven't improved too well, and with the script that they're given some of the lines don't work as well as they should. Some are appropriate in their corny quality, some aren't. One of the key performances that comes through is Rosemary Harris' Aunt May, who's the most effective of the dramatic parts to the story. So, is Spider-man 2 as great as everyone's saying, that it's one of the great sequels and comic-book films of all time? To me, almost- it actually gets even more engrossing and interesting in its comic-book atmosphere on repeat viewings. It has a fresh appeal as a mainstream, thoughtful action film and, like Raimi's Evil Dead trilogy in the horror genre, it will live on when other superhero movies bite the dust in the video market. A-","10","14 July 2004"
"blacklist-1","My presumptions of a sequel to a successful original are that they are worn out and are a desperate attempt to cash in on it's predecessor. Look no further for conclusive evidence with the terrible Transformers: Revenge of the Fallen to know what I'm talking about.But every now and again a sequel comes along that just simply changes your perceptions and gives you faith in a continuing franchise where the sequel is just as or in the case of Spiderman 2 better than it's predecessor.Toby Maquire, Kirsten Dunst and James Franco return with director Sam Raimi who has done a terrific job in making this for me one of the best sequels of all time.One of the successes Spiderman 2 has is the depth of the characters and stories as there is more than one strand. Toby Maquire has the same natural ability which he possessed in the first film to accurately convey the character of Peter Parker who struggles with his feelings for Mary Jane who becomes frustrated that he can't return her feelings for him, to his fractured friendship with Harry Osborne who harbours a deep grudge against Spiderman to trying to balance his life as superhero, student and employee and struggling with his Aunt May over Uncle Ben's death to finally battling the new villain Oto Octavious played memorably by Alfred Molina and all these story strands thread there way through two hours of pure entertainment.With the main story and these sub-stories the film could have become confusing and meaningless but thanks to the sublime artistry from Sam Raimi, it flows beautifully and never loses sight of itself.Which goes to say the acting is as brilliant from the main cast which helps the film has more exploration and depth and the special effects this time round are flawless and much improved on the first.This has everything for the comic fans and those who just want to be entertained of action (which there is plenty of particularly towards the end) drama, romance and humour mostly from JK Simmons who when he was on screen I was laughing out loud.Credit goes to all involved and I very much look forward to Spiderman 3.","10","29 September 2009"
"classicsoncall","Well I just need to know one thing - who thought it would be a good idea to have a seventy seven year old grandmother hanging from Doc Ock's tentacle as he clambered up a city skyscraper? Seriously, didn't anyone consider that she might have had a HEART ATTACK?!?! Come on, and then she hung from a ledge using a wooden cane? I'd like to know where in the realm of remote possibility this could happen. As the Marvel geek opined, 'Nuff said'.Don't get me too wrong. I enjoyed the flick well enough, but these implausible things cross my mind when I watch a film, even if it's a comic book story. Say now, was Doc Ock (Alfred Molina) incredibly cool as a villain, or just incredibly lame? It could go both ways you know. I guess the Octopus connection works because he had his own four limbs and then the mechanical jobbers. On the plus side, the CGI necessary to pull off his character with all that wall climbing and demolition was pretty extraordinary. But cheesy too, I think he was kind of goofy as a Spidey villain.Some other things bothered me too. Like the garbage man turning in the Spider-Man uniform he found in an alley and J.Jonah Jameson (J.K. Simmons, hey, they both have the same first name) going front page with it. Couldn't that have been a replica uniform or a kid's Halloween costume? Why get all excited about that? But it did serve it's purpose for that great tongue in cheek 'He's Back' headline in the Daily Bugle with Spidey bursting through it for his comeback. That was pretty cool.Not cool was using 'Raindrops Keep Fallin' On My Head' when Peter Parker (Tobey Maguire) has one of his many moments of angst in the picture. That belongs solely in ""Butch Cassidy and the Sundance Kid"". The comic books got by for a long time with the characterization of Peter/Spider-Man as a conflicted young teenager trying to find himself, but those days are pretty much over. Then again, I was just becoming a teenager when Stan Lee created Spidey, so maybe I'm too old to appreciate teenage angst anymore. If I'm wrong I apologize.Hey, I did get a kick out of Peter asking Aunt May (Rosemary Harris) about his comic book collection. Mine is part of that same old story - Grandma threw all of mine away when I went away to college. There was a Justice League #1 and a Green Lantern #5 in there, maybe a little beat up but it came as a blow to the system. But after almost forty years I'm just about over it.Anyway, I don't mean to be too harsh on the picture, just trying to have a little fun with my review. Glad to see Stan Lee show up again, this time saving someone from falling concrete when Doc Ock and Spidey have at it twenty stories above. When Spider-Man finally defeats his foe, I thought it somewhat humorous that he used a bit of that Sixties Star Trek logic to drive some sense into Octavius. You'd need to see Captain Kirk in action to understand that one.So I guess the wedding's off, right?","8","28 July 2012"
"SnoopyStyle","Peter Parker (Tobey Maguire) is struggling to make ends meet and having a hard time keeping his secret. He can't even keep his pathetic pizza delivery job. Mary Jane Watson (Kirsten Dunst) is having some success on Broadway. Meanwhile Harry Osborn (James Franco) hasn't lost his hatred of Spidey. He is now funding Dr. Otto Octavius (Alfred Molina) and his work on fusion. However something goes wrong in his demonstration and a new villain is born.Director Sam Raimi is able to inject a bit of spidey fun in this movie. The internal struggle in Peter Parker about his identity is very compelling. And Alfred Molina makes for a great villain. I especially like J.K. Simmons as Jameson. They're great characters. As for the CGI, they look very nice without looking like a video game. I like the arms and I like the web swinging. It's a well put together movie and may be even better than the first.","8","29 January 2014"
"J49afc","Inspired by the recent news about Tobey's likely return to playing the web-slinger in the MCU's Spider-Man 3, I rewatched this film. An IMDb score of 7.3 for this film is one of the biggest injustices I've seen on this website. In my opinion this is THE definitive and THE best superhero film of all time.This trilogy of films is my childhood. I've loved Spider-Man as long as I can remember and he has always been my favourite superhero. These films came out at just the right time when I was growing up so watching this films just brings it all back. And that's not to say my judgement of this film is blinded by nostalgia- this is genuinely an amazing film that holds up in the present day.The story is an interesting one, with Peter grappling with the personal consequences of being Spider-Man and feeling the subsequent effects, all whilst he fights the best Spider-Man villain ever to be put on screen, Alfred Molina's brilliantly menacing Doc Ock. The sequence in which Spider-Man returns and fights Doc Ock on the train is for me, the best superhero fight scene of all time and my favourite cinematic sequence ever. You can feel every punch, every wince and every scream- something that unfortunately, today's comic book flicks are devoid of.And it's not just all action and no heart- when it wants to tug on the heart strings it yanks them. The scene with Uncle Ben is so painful, raw and acted to perfection. It makes me tear up every time. There's also the usual Raimi campiness, with quips and funny moments giving the film a real charm about it. All of this is underlined by Danny Elfman's brilliant, bombastic and booming score that really does sound like the audio equivalent of a comic book.This film is a 120 minute thrill ride with heart-stopping action and heart-wrenching drama. The best superhero film ever made and my favourite film of all time.","10","10 December 2020"
"mkayseryan","I knew this movie hit me diff as a kid mannnnnnnnnn what a beautiful touching movie please go watch.","10","11 May 2021"
"MinorityReporter","It only happens very rarely that a sequel surpasses the original (Terminator 2, Star Wars Episode V - The Empire Strikes Back) and after the relative disappointment that was the original my expectations for the second film in the series had decreased. When I finally did sit down in the cinema to see this film I was a bit anxious. But my anxiety was quickly put to rest because Spider-Man 2 took the premises from the first film and improved upon them all. The first Spider-Man film a well meaning picture but quite as good as it could have been the second film is a good film for both hardcore fans like myself and the broader audience.First off, the acting in the second film has improved tremendously. Tobey Maguire feels more right in the second film. I found him quite shallow in the first film but in the second one he seems to have developed more depth. More nuances have found their way into his acting in the second film making the character more believable and less of a square. Kirsten Dunst is never a good actress but I found her a little less annoying in this film than in the first and therefore I felt I could tolerate her presence. James Franco is decent but still has a problem with portraying nuances which basically means that in order for his performance to work he has exaggerate every emotion his character feels. As it is with most superhero movies the villain is the most interesting character and Sam Raimi couldn't have picked a better actor than Alfred Molina to play Otto Octavius aka Doc Ock. I'm a big fan of Willem Dafoe but I didn't like his performance in the first Spider-Man film very much and therefore I was delighted when Alfred Molina turned out to be a far better villain than Willem was. His performance was both menacing and nuanced and even though the character isn't always directly in control of his actions (making him somewhat misinterpreted) Molina's performance makes the character highly credible and undoubtedly the most interesting character in the film.The effects have improved which is logical considering that it has been 2 years since the first film hit the cinemas. Also I found that Doc Ock was much better suited for flashy moves and cool fights than Green Goblin ever was so in that aspect the film is far superior to the first film as well. Especially the train fight will, I think, go into history as one of the best hero/villain showdowns in history if not the best. The computer effects have become slightly more subtle making the film seem more polished. There were still a few unfortunate scenes were the CGI was pretty obvious but overall the effects have improved dramatically and received a well earned Oscar.The musical score continues in the same epic fashion from the first and Danny Elfman does an exceptional job as usual. The score is both thrilling and epic but it is also subtle when it has to be and that aspect of the score works wonderfully as well. Elfman has some experience in super hero scoring (having done both Batman and Hulk aside from Spider-Man) and it shows as the score is very appropriate and fitting. Two thumbs up on the music.In terms of story telling the second film is also far better than the first. I found the first film to be very unoriginal in terms of its story. Anyone who has just an ounce of knowledge into the myth of Spider-Man knows the story beforehand and thus the film becomes very predictable and boring quite frankly. The second film did not have this problem. It was a breath of fresh air. The story seems to flow more from the heart this time around. Raimi proved in the first film that he could take a situation from the comics and translate it reasonably to the screen. In the second film he proves that he can make a highly original story as well and make it entertaining. It should also be added that Spider-Man 2 has a lot more of the humor like the kind that appears in the comics. J.K. Simmons who was one of the elements in the first film returns in his role and he is absolutely hilarious. He truly embodies the spirit of J. Jonah Jameson. There is also a very funny elevator scene which should be mentioned.Some people complained that Raimi has turned mainstream with the Spider-Man films. That is a load of rubbish and Raimi proves it by adding some elements from his cult films, the Evil Dead series. He even lets Bruce Campbell tell Spider-Man off as if to symbolize that he hasn't forgotten where he came from.All in all Spider-Man 2 surpasses the first film in the franchise in almost every way imaginable Spider-Man 2 is twice as engaging, entertaining and heartfelt than the first film in the series.9/10","8","27 April 2005"
"amazingkick","This by far one of Sony's best work om the character of Spider-Man alongside Spider-Verse. A great interpretation of Spider-Man. It is a film that focuses on what matters. The character. Sam Raimi took everything that worked about the first Spider-Man movie and made it so much better. We see a Peter Parker with relatable problems. We see a man that never loses his will and never gives up ACTUALLY give up. He literally can't catch a break. And when he does catch a break and has his confidence boosted it feels so satisfying. This Peter Parker is probably one of the best if not the best character in the whole CB Genre. Doctor Octavius is man which Peter idolizes not only on his work in making the world a better place but also in his love life. Think about it Otto and his wife are a shadow reflection of what Peter wants. When Otto's wife dies and Otto goes insane all he wants is to rebuild the machine that made him proud, that made his wife proud. Harry's development in this movie is completely amazing he goes from being a best friend to absolutely hating Peter and being completely broken from the loss of his father who he so much wanted to impress. Bravo Sony. Bravo Sam. Thank you for giving us this masterpiece. Thank you for giving your soul into making this movie amazing. Thank you for making our childhood and adulthood amazing with this classic.","10","15 July 2019"
"koyushun","I was a kid when I watched this in cinema back in 2004
I just want to say after all these years after a few version of Spider-Mans and all the MCU movie.
This one is hands down the best Superhero movie.
It has everything done within 2 hours. Perfectly caught up what it left of from the previous Spider-Man and Toby Maguire will always be my Spider-Man.","10","14 April 2020"
"WilsonLau","After being very impressed with the first one after some skepticism, Spider-man 2 is tackling a sequel with great anticipation and even greater expectations. The way Sam Raimi was able to produce the story of Spider-man with such style, realism and above all, faithfulness to the Marvel original comic is tremendous to say the least. The reason why it took this long to make a live action movie for Spider-man is due to the difficulties in making the action sequences look real and being able to connect all the side stories and characters in a single effort. Although it doesn't look flawless, it is still able to fool the eyes. The characters are also faithfully represented.Spider-man 2 is a great sequel for many reasons. First it ties right into the original without skipping a beat. Set a few years after the original with all the same actors and characters. Though it differentiates itself enough from the original so you're not watching a clone of the first. It dives deeper into the psyche and the experiences of its main character in order for you to gain a greater understanding of his situation. At the same time it still provide great visuals, pulse pounding action sequences, humorous side sequences and breath taking special effects and camera work. This movies stands head and shoulders above all super hero comic movies. It delivers what a movie goer seeks and leaves them gasping for more. Immediately after viewing, I was pondering what they will do with the next installment and i am sure that the majority of the viewers were thinking the same thing. The movie is strung together in a great sequence that never ever bores the viewer. The new villain gets a good intro which explains his situation in a neat and tidy manor. Doctor Otto Octavius is a perfect villain which is played and visually represented to perfection. The movements of Doc Ock are fantastic. It's just as i would have pictured it in my mind, if i could... while watching the cartoons or reading the comics. Only Raimi presents it in a way that connects the loose visuals in our minds with the visual reality (of course with the aid of computers). Some may complain about there being too much story, too much Peter Parker and not enough action. One must realize that if it were the other way around, that you'd be complaining that there wasn't enough storyline. People are so hard to please. Even with this seemingly flawless movie people still find something to complain about. The only thing i didn't understand was the presence of Ursala, the daughter of Peter's landlord. What was her role in all of this? Anyways, i just bought the DVD for this and realized that i should voice my opinion especially seeing how low of a score this movie got in contrast with what i would score it.Action:10 Directing:10 Acting:10 Re-watchability(if thats even a word):10Overall rating: 10 out of 10... bravo!Bring on part 3 whoever the villain might be. Venom, Lizard, Gobblin, Scorpion, whatever. Heck bring on the sinister 6!","10","10 December 2004"
