"User","Comment","Rating","Date"
"0U","That movie starts the string of the spider man that I'm grown with and raise the bar really high for the next super hero movie which comes soon after it. This part is really good synthesized. I can tell much more good thing abouy the movie but you can make them on your own.","9","24 February 2020"
"TxMike","Breaking with usual tradition, the ""Spider-Man"" DVD was released today, a Friday. At around $15 almost everywhere, for the 2 disk set, it was too good a bargain to pass up. I hadn't seen the film in theaters so this was my first viewing. Definitely entertaining, with a good mix of action and budding romance, the film of the beginnings of Spider-Man. Although I was a bigger fan of Superman as a kid, I also have good memories of the Spider-Man comics, and this film is very faithful.No SPOILERS here - The 2 disk DVD set is one of the better ones. The picture itself is extremely sharp, and very colorful, with a very clear and dynamic Dolby 5.1 sound track. Surround sound complements the picture masterfully, so that the viewer seems right in the middle of the action. **POINT** - As I have explained in other reviews, anyone still watching movies at home on VHS needs to get rid of it now! It is a different movie on DVD, the quality of the picture, the quality of the sound, not to mention all the extras. With a widescreen TV it is almost like being in a theater.The EXTRAS - In addition to the movie, disk one has a feature that pops up a spider icon at certain spots that, when ""clicked"", jumps you to a brief ""making of"" segment for that scene, then jumps you back to the movie. Plus there are two different, selectable commentaries for anyone who likes the re-watch a movie and hear what went into its making.Disk two is completely devoted to ""extras"", like screen tests, an HBO special, and other aspects of making ""Spider-Man."" Also included is an archive of Spider-Man comics covers from the 1960s to now, grouped by decade, and written script to summarize the basic story of each issue. A ""must have"" for all Spider Man comics fans.There have been a few user reviews on IMDb, usually very short, which trash this movie, and may even say something like ""avoid this movie"". Be certain those are ""bogus"" reviews, written for some deceptive purpose, I know not why. For anyone who enjoys any kind of fantasy action movie with a good message, ""Spider-Man"" is a definite ""must-see.""","8","1 November 2002"
"Sleepin_Dragon","Peter Parker, a shy, slightly awkward teenager is bitten by a unique spider, after a tough night he wakes up with impressive new powers.For me, this is still the most complete and enjoyable Spider-Man movie, it really is an excellent, exciting and complete film. It's superior to most of the films that came after.The tone is perfect, it's goofy enough, but there's enough action and content to appeal to viewers of all ages. Even for a superhero novice like me, it's an awesome watch.The story is fantastic, I love that we get the origins, Peter's development, transformation, and subsequent notoriety, and of course no Spiderman film would be complete without a classic villain, and of course we get The Green Goblin, played to perfection by Willem Dafoe.Tobey Maguire, for me he's the best of the modern day incarnations, he's excellent, and truly looks the part.Incredibly watchable, 9/10.","10","24 December 2022"
"TheLittleSongbird","I am not into action films particularly,(I'm 17) but this was a really pleasant surprise. This is a well-designed, well-acted and well-directed film, that is close to the comics, which my younger brother used to collect. I loved the music score by Danny Elfman, very like Batman. The special effects were excellent, especially with the scene on the bridge, and the direction from Sam Raimi was fast-paced and secure. But for me, the acting was the best aspect of the movie. Tobey Maguire was the biggest surprise. Usually actors playing comic book heroes are bland, but Maguire was not that at all. If anything he was very charming. Kirsten Dunst portrays the thankless role of the damsel in distress, and I must say, she is very impressive. J.K Simmons gets the most laughs as Jameson, but the best actor was Willem Dafoe as Norman Osborn aka the Green Goblin. He not only looked the part of the Green Goblin, but brought some welcome gravitas to the role. The story is sweet and sometimes poignant towards the beginning, though the only real complaints I have of this movie is that the script at times is a little uneven, and the film is a bit long. All in all, a satisfying take on the comic book hero. 8/10 Bethany Cox.","9","8 May 2009"
"pratham048","Now, there are so many spiderman movies out there but this movie holds a good place in my heart becoz i just watched it when i was a kid and i had so many memories with it. And now when i rewatched it , it is really good the acting , story and vfx ,cgi is really on point. U should watch this movie if u haven't becoz it worth it.","10","11 May 2019"
"PedroPires90","This film is so good! Like a real film, not as an amusement park.From a time when superhero films could be made without jokes every 20 seconds. From a time when they cared about great scores (epic this one!), adapting the music to each moment (even horror vibes in some scenes, like the attempted rape). From a time when they cared about relationships, real feelings and they looked like real people with big character development. Raimi was not rushing anything. He was not afraid to use silence when it was necessary. He knows what pace is and the visual effects are here to support something, not to be the main star.All these people could belong to the real world. I think that is what I love the most about this film. They are not joking about shagging the aunt in the middle of an epic fight. They could be us. In our world. I really miss this feeling instead of travelling every time to a fake and childish universe.","10","18 December 2021"
"generationofswine","It is clearly a Sam Raimi film. You see that right away in the sense of humor. Make it cheesy and cheap enough and the audience will laugh at it sort of humor...and it works.You laugh when you see the cheap jokes, the low-budget moments in a high budget film, it all adds to the appeal, it makes it fun to watch.Plus, Peter Parker is the Dork we all know him to be. He's the nerd, the dweeb, and the smart alack that has to keep cracking jokes so he doesn't have to face the life and death reality of what he's actually doing.Tobey Maguire excels at bringing Peter Parker to the big screen in a way that stays true to the character and the source material. He is far better than the travesty of Andrew Garfield's Spider Bully.You get the sense with Maguire that Spider Man is a hero and not Garfield's excuse to mock and bully people while pretending to be a good guy.Maguire is a great fit for Raimi's vision of Spider Man and between the two of them the film delivers as much in action as it does in comedy.Sit back and enjoy it, no matter how old you are it's worth the ride.","7","16 November 2016"
"clydestuff","Studios lately have been known to spend almost $200 million dollars bringing a comic book super hero to life on the silver screen.  With $200 million dollars you can buy  many state of the art special effects for the director to full around with to his hearts content.  If in the process, though, he decides to fore-go an entertaining story and script, characters that we can get to know and sympathize with, and good actors to bring those characters to life, all the special effects in the world isn't going to amount to a hill of beans.  Fortunately for us, in bringing Marvel Comic's Spiderman to life, Sam Raimi did care about those little details and the audience is richly rewarded because of it.One of the trickier tasks when transferring a film such as Spiderman to film is in giving us enough background story.  If a writer and director spend too much time on the origins of the character, it has a tendency to bog the rest of the film down.  Likewise, if it is given short thrift, we never have a chance to become involved emotionally with the super-hero.  In Spiderman, Raimi, aided immeasurably by Tobey Maguire as Peter Parker/Spiderman strikes just the right note.  Maguire is such an accomplished actor, that he immediately establishes Peter Parker as someone we will care about throughout the film.  He has a crush on the beautiful girl next door, Mary Jane Watson (Kirsten Dunst), is constantly harassed by the school jerk, and has a best friend, Harry  (James Franco), who's relationship with his father Norman (Willem Dafoe)is far from perfect.  As for Peter, he has an exceptional home life with his Uncle Ben (Cliff Robertson) and Aunt May (Rosemary Harris) which is probably one of the reasons Harry develops an early kinship with him.  That and the fact that Harry's father seems to think more of Peter than he does of his own son at times. 
After having been bitten by a mutated spider, Peter awakens one morning to find himself with some exceptional super powers.  He develops muscles that he didn't have before, has reflexes Michael Jordan would be proud of, and can shoot a web like nobody's business.  It is during these early scenes of discovery by Peter that the film truly excels.  Maguire is like a child whom after taking his first steps, learns he can motor about the house quite nicely, thank you very much.  We can't help but have as much fun watching Peter Parker hone his skills as he seems to have in being able to do these magnificent feats.Another fine aspect of Spiderman is the love story that develops between Parker and Mary Jane.  As Peter Parker, he is never able to quite overcome his inability to tell Mary Jane of his true feelings.  Later, as Spiderman, there is a wonderful scene between him and Mary Jane in a drenching downpour that any romantic film would envy.Whereas some have not been too enamored of Dafoe's portrayal as Norman Osborn/Green Goblin, I found both to be right on the mark.  As Norman, we see how his continuous drive to control his company alienates and spoils the relationship he has with his son Harry.  It's not that Norman is an evil person, his quest for power has led him to more or less take his son for granted.  Later, when after a lab accident, it is the schizophrenic battle between the normal Harry and the Evil Harry that brings the Green Goblin to life.  It would have been easy for Raimi to have the lab accident just turn Harry instantly into the Green Goblin, but instead we get a richer more dramatic story that we wouldn't have had otherwise.Likewise James Franco, who looks enough like Dafoe that they could be father and son, is a youth who seems tormented by the fact that no matter what success he achieves, his father never gives him his just due.  Kirsten Dunst is also beautiful and charming as Mary Jane.  Her romantic scenes with Spiderman are wonderfully played, and she has an especially moving scene with Peter Parker as the film draws to a close.As for the special effects, they are indeed spectacular.  As Spiderman swoops between buildings on his web, you won't think once that it's not really him doing so.  When reading IMDB reviews of this film or any other film that depends heavily on  special effects, one must keep in mind that it has become more or less a hobby among some to downgrade the effects of any film so my advice is to just ignore the criticism in that regard.  The effects here are fine.Two years ago, it was with quite a bit of eagerness that I anticipated Raimi's Spiderman film and it lived up to my hopes in every aspect.  If the impending sequel comes even close to being as good as the original, it'll be a job well done.  And if a film such as Spiderman can have me counting the days until Spiderman II, than I have no choice but to give it my grade, which for Spiderman is an A.","9","9 April 2004"
"Prismark10","The movie that gave the fledgling MCU that their superheroes line up could soar if handled right.It is easy to overlook just how big Spider-Man was at the box office and superhero movies could be fun.Peter Parker (Tobey Maguire) is the high school student people make fun of. He has always liked his next door neighbour Mary Jane Watson (Kirsten Dunst) but she hardly notices him.His best friend is Harry Osborn (James Franco) whose father is industrialist Norman Osborn (Willem Dafoe.)On a school field trip to Oscorp, Peter gets bitten by a genetically modified spider and soon develops special arachnid based powers.After the death of his Uncle Ben, Peter soon realises that to really be Spider-Man. He has to learn that with great powers come great responsibilities. He saves people as Spider-Man while Peter Parker gets a job with the Daily Bugle as a freelance photographer.Norman Osborn loses the grip in his company and so tries out one of his inventions. He becomes the crazed Green Goblin and comes after Spider-Man.Director Sam Raimi better known for his horror movies, makes a family friendly film with dark edges and humour. He is aided by Dafoe's maniacal performance. Raimi also knows how to handle the CGI special effects and makes good use of the New York locations.Maguire has the right amount of boyishness, there is the now iconic scene as the upside down Spider-Man kisses Mary Jane with his lips showing.There are even a few references to Superman. Peter Parker takes off his clothes while running just like Clark Kent. It is a nod that the modern superhero genre started with Richard Donner's Superman.","10","25 November 2021"
"Raja79","This is where it all began, the beginning of something legendary, the iconic Spider Man movie!Back when superhero movies used to be wholesome, cozy and not large-scale cashgrab crossovers like nowadays.The cozy old days of the 2000s, this movie reminds me of... This movie is always special...","10","27 April 2022"
"Achyut_Prashast_Singh","SPIDER-MAN is a stupendous masterpiece of the superhero cinema. It blends action, adventure, humour, emotions, thrills and science fiction in a perfect way. Tobey Maguire's whole-hearted portrayal of SPIDER-MAN is flawless. I remember watching this movie as a very young child and loved every bit of it. Just few weeks ago, I re-watched the film in high quality to recall the old good memories of the film as well to enjoy it in the best picture quality. I felt more enthralled and intrigued than earlier. Each and every actor in this film has given an explosive performance. Tobey is undoubtedly very relatable as Peter Parker, with whom you won't mind sharing his tears. The way the film's mood turns to a very intense one towards the end, his act intensifies. You see him breathe the roles of Peter and Spidey. Willem Dafoe plays an easily menacing antagonist whose actions make him very entertaining. Kirsten Dunst leaves a strong impression as Mary Jane, while James Franco too impresses with his cool performance. Rosemary Harris portrays Aunt May very well, while it's Cliff Robertson, whose portrayal of Ben Parker is very emotional and instantly makes you care and cry for him. And J.K. Simmons: do I need to say how great both his acting and comic timing are?The film's action is brilliantly executed and innovative in many ways. Each and every action sequence is explosive and gels perfectly with the screenplay. The film has a lot of classic moments which are still remembered as one of the best ones in a superhero film. The visual effects are phenomenal, as is the editing. Sam Raimi's direction makes it a flawless film which feels like one's own story.Finally, it's the film's action packed climax and an emotionally resonant ending which proves how every superhero who has superpowers, has also many great responsibilities to handle. Seriously, a SPIDER-MAN movie couldn't have been any better than this.","10","2 June 2018"
"ciobanualin-94020","Sam Raimi's Spider-Man trilogy it's going to be my favourite one. It has a sad and emotional storyline, great special effects for their time, great acting and nice action. This trilogy it's also a little bit darker and more realistic than the actual Spider-Man trilogy, starring Tom Holland as Peter Parker. It's maybe the third or fourth time that I am watching this one and I have to say that it has such an enormous sentimental value, because it's one of the trilogies that I have grew up with.","9","26 February 2022"
"dannyclyde","The true story of Spiderman, the only true beginning of the one and original Spiderman in my opinion. Despite the year it is a screaming film with its special effects.","8","2 March 2022"
